"commit_messages","","openfl","box2d","jgranick","2015-01-11 06:51:49","Add Box2D TestBed (thanks @justnajm)","e63478a5ffa932dea385c38a442162bb3f6ad639","","api.github.com,git_clone","[u'[""samples/TestBed/Source/TestRagdoll.hx"", ""samples/TestBed/Source/Input.hx"", ""samples/TestBed/Source/TestStack.hx"", ""samples/TestBed/Source/TestCrankGearsPulley.hx"", ""samples/TestBed/Assets/openfl.svg"", ""samples/TestBed/Source/TestCompound.hx"", ""samples/TestBed/Source/TestTheoJansen.hx"", ""samples/TestBed/Source/TestBuoyancy.hx"", ""samples/TestBed/project.xml"", "".gitignore"", ""samples/TestBed/Source/ContactListenerOneSidePlatform.hx"", ""samples/TestBed/Source/TestBreakable.hx"", ""samples/TestBed/Source/TestCCD.hx"", ""samples/TestBed/Source/TestBridge.hx"", ""include.xml"", ""samples/TestBed/Source/TestBuoyancy.hx~"", ""samples/TestBed/Source/Test.hx"", ""samples/TestBed/Source/TestRaycast.hx"", ""samples/TestBed/Source/Main.hx"", ""samples/TestBed/Source/Global.hx"", ""samples/TestBed/Source/TestOneSidedPlatform.hx"", ""samples/TestBed/Source/ContactListenerBreakable.hx"", ""samples/TestBed/TestBed.hxproj""]']","False","[]","[]","[u'@justnajm']","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-11 06:50:55","Initialize more numbers to guard against possible Neko errors","5d045900552b08afbc364fef3e2ef829f79f64b2","","api.github.com,git_clone","[u'[""box2D/collision/B2DistanceProxy.hx"", ""box2D/dynamics/B2Island.hx"", ""box2D/dynamics/B2TimeStep.hx"", ""box2D/dynamics/contacts/B2Contact.hx"", ""box2D/collision/B2SimplexCache.hx"", ""box2D/collision/shapes/B2PolygonShape.hx"", ""box2D/collision/B2SimplexVertex.hx"", ""box2D/dynamics/contacts/B2ContactConstraint.hx"", ""box2D/dynamics/controllers/B2Controller.hx"", ""box2D/dynamics/contacts/B2ContactSolver.hx"", ""box2D/collision/B2Simplex.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-10 23:28:02","Merge pull request #10 from justnajm/patch-1

Updated B2BuoyancyController.hx, Merged demos","f59bebddce024599856d2ed6c8a6be1987fab23b","","api.github.com,git_clone","[u'[""box2D/dynamics/controllers/B2BuoyancyController.hx""]']","False","[]","[{u'raw': u'#10', u'refstyle': u'#d', u'parts': [u'openfl', u'box2d', u'10', u'']}]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","justnajm","2015-01-10 20:54:48","Update B2BuoyancyController.hx

Have resolved semicolon errors on two lines 137 and 146, have added semicolons","6d923abf12eec291c94ddae56ca6cb8422259a94","","api.github.com,git_clone","[u'[""box2D/dynamics/controllers/B2BuoyancyController.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-10 20:52:18","Update README.md","a0d7c66f3585adc93fbfeb82d1d255d029fb446a","","api.github.com,git_clone","[u'[""README.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-10 16:37:52","Switch B2ShapeType to an abstract enum","d35f8e7a77b454df2815c2b84713a357007fea83","","api.github.com,git_clone","[u'[""box2D/collision/shapes/B2ShapeType.hx"", ""box2D/dynamics/contacts/B2ContactFactory.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-10 16:37:32","Neko fix","7844a50f65c0b096b543c5d2f7f16701bf7780c2","","api.github.com,git_clone","[u'[""box2D/dynamics/contacts/B2ContactRegister.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-10 16:37:04","Fix loops in B2BuoyancyController","089aaa4ffc79300dd0ce4fa56ef49db9a83c8eb4","","api.github.com,git_clone","[u'[""box2D/dynamics/controllers/B2BuoyancyController.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:44:52","Update to 1.2.2","17596733c0e93fe4091f455c784049eb771101c7","","api.github.com,git_clone","[u'[""haxelib.json""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:41:32","Update README.md","a2f313ec58d383588d275bd20f93cf95eda05ab8","","api.github.com,git_clone","[u'[""README.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:40:44","Update README.md","3c8f817754afc6d0bcb0c00675d7b3575c1c62fa","","api.github.com,git_clone","[u'[""README.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:38:22","Update README.md","2f17531862892040fa4f5ce47916e149e2dbe1fc","","api.github.com,git_clone","[u'[""README.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:37:57","Create README.md","c1da0e7c3b612052bf8658c155af8bb5eeae7d10","","api.github.com,git_clone","[u'[""README.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:28:12","Change B2Body type to an enum (B2BodyType)","af8e3da15ecbe1819531f6efe16bb97ac58f76a6","","api.github.com,git_clone","[u'[""box2D/dynamics/B2Island.hx"", ""box2D/dynamics/contacts/B2Contact.hx"", ""box2D/dynamics/B2World.hx"", ""box2D/dynamics/B2BodyType.hx"", ""box2D/dynamics/B2BodyDef.hx"", ""box2D/dynamics/B2Body.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 15:18:43","Use abstract enum","927364b44052525964b82e96a0c10ffbc7433e71","","api.github.com,git_clone","[u'[""box2D/dynamics/B2BodyType.hx"", ""box2D/dynamics/joints/B2JointType.hx"", ""box2D/dynamics/joints/B2LimitState.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-02 14:53:55","Create LICENSE.md","793c9e9d3dfff16fde0111b608eaae1dd5518a34","","api.github.com,git_clone","[u'[""LICENSE.md""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-01 17:03:15","Update to 1.2.1","12511a310a44db657f42aa1373149667c676f17b","","api.github.com,git_clone","[u'[""haxelib.json""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2015-01-01 17:02:42","Neko fixes","057debf6d7c4089453dc938d4f03e5679783ce36","","api.github.com,git_clone","[u'[""box2D/collision/B2Distance.hx"", ""box2D/collision/Features.hx"", ""box2D/dynamics/B2World.hx"", ""box2D/collision/B2ContactID.hx"", ""box2D/collision/B2DynamicTreeBroadPhase.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2014-04-14 18:39:17","Merge pull request #7 from marc-jones/patch-2

Uncommented the guts of testOverlap function","18a7025b82b437eefa25542a3176a9b0cd4a8505","","api.github.com,git_clone","[u'[""box2D/collision/shapes/B2Shape.hx""]']","False","[]","[{u'raw': u'#7', u'refstyle': u'#d', u'parts': [u'openfl', u'box2d', u'7', u'']}]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","marc-jones","2014-03-11 17:41:39","Uncommented the guts of testOverlap function

I was having troubles when it came to detecting collisions with sensors. Collisions were being called when the AABBs were overlapping instead of the fixtures themselves.","0f5de04698e5b5948ee34a48958a067556b90a0b","","api.github.com,git_clone","[u'[""box2D/collision/shapes/B2Shape.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2013-08-21 15:45:12","Merge pull request #2 from jarnik/master

prevent endless loop","4c09eb8a2a9ac1ba36c4cb36b7e9994c3f58f58e","","api.github.com,git_clone","[u'[""box2D/dynamics/B2Body.hx""]']","False","[]","[{u'raw': u'#2', u'refstyle': u'#d', u'parts': [u'openfl', u'box2d', u'2', u'']}]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jarnik","2013-08-20 14:09:40","prevent endless loop","8c10f80dd22bfef4863173b1e21284a7d598a96f","","api.github.com,git_clone","[u'[""box2D/dynamics/B2Body.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2013-07-22 19:37:56","Neko fix","34ed8af7ca330836746654635c48ce8f801ccd5e","","api.github.com,git_clone","[u'[""box2D/common/B2Settings.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2013-05-08 19:29:15","Added missing enums (B2Joint.e_polygonType to B2JointType.POLYGON_TYPE, etc) and update for haxelib 2","eea533ebe2f7af3aac6b4b057e56b2b31a4f4737","","api.github.com,git_clone","[u'[""box2D/dynamics/contacts/B2PolyAndEdgeContact.hx"", ""box2D/dynamics/joints/B2DistanceJointDef.hx"", ""box2D/collision/shapes/B2Shape.hx"", ""box2D/dynamics/joints/B2PrismaticJoint.hx"", ""box2D/dynamics/B2Fixture.hx"", ""box2D/dynamics/joints/B2LineJoint.hx"", ""box2D/dynamics/B2World.hx"", ""box2D/dynamics/contacts/B2PositionSolverManifold.hx"", ""box2D/dynamics/contacts/B2PolygonContact.hx"", ""box2D/dynamics/contacts/B2ContactConstraint.hx"", ""haxelib.xml"", ""box2D/dynamics/joints/B2RevoluteJoint.hx"", ""box2D/dynamics/joints/B2PulleyJointDef.hx"", ""box2D/dynamics/joints/B2JointType.hx"", ""box2D/collision/B2DistanceProxy.hx"", ""box2D/dynamics/joints/B2PrismaticJointDef.hx"", ""box2D/dynamics/joints/B2GearJoint.hx"", ""box2D/dynamics/joints/B2FrictionJointDef.hx"", ""box2D/collision/shapes/B2EdgeShape.hx"", ""box2D/collision/B2SeparationFunctionType.hx"", ""box2D/dynamics/contacts/B2PolyAndCircleContact.hx"", ""box2D/dynamics/contacts/B2EdgeAndCircleContact.hx"", ""box2D/dynamics/joints/B2MouseJointDef.hx"", ""box2D/collision/shapes/B2CircleShape.hx"", ""haxelib.json"", ""box2D/dynamics/joints/B2LineJointDef.hx"", ""box2D/common/B2Color.hx"", ""box2D/collision/B2Manifold.hx"", ""box2D/dynamics/contacts/B2ContactFactory.hx"", ""box2D/collision/B2ManifoldType.hx"", ""box2D/collision/B2WorldManifold.hx"", ""box2D/dynamics/joints/B2RevoluteJointDef.hx"", ""box2D/dynamics/joints/B2PulleyJoint.hx"", ""box2D/collision/B2Collision.hx"", ""box2D/collision/Features.hx"", ""box2D/dynamics/joints/B2LimitState.hx"", ""box2D/dynamics/joints/B2WeldJointDef.hx"", ""box2D/common/math/B2Math.hx"", ""box2D/dynamics/joints/B2JointDef.hx"", ""box2D/dynamics/joints/B2Joint.hx"", ""box2D/dynamics/contacts/B2CircleContact.hx"", ""box2D/collision/shapes/B2PolygonShape.hx"", ""box2D/dynamics/joints/B2GearJointDef.hx"", ""box2D/collision/B2SeparationFunction.hx"", ""box2D/collision/shapes/B2ShapeType.hx"", ""box2D/dynamics/B2Body.hx"", ""box2D/collision/B2ContactID.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-08-20 20:05:06","Always returning 'true' from testOverlap seems to greatly improve performance without negative effects","486853c2fabc6cb07fa078dbb0907810fd6ea117","","api.github.com,git_clone","[u'[""box2D/collision/shapes/B2Shape.hx"", ""haxelib.xml""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-01-21 18:07:45","Update for haxelib","4bbd73cade5921764fa99ffce88a8537b22859a8","","api.github.com,git_clone","[u'[""haxelib.xml""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-01-21 18:06:11","Static initialization patch","1cb892b7d7ba08f0ab4d5c8fa9ed5bd94fd05b9b","","api.github.com,git_clone","[u'[""box2D/dynamics/contacts/B2ContactSolver.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-01-18 20:27:43","Improved B2Math.MIN_VALUE and B2Math.MAX_VALUE for Javascript, and fixed a small ""if"" statement","346c554902afe9d36d0d0b7a452ca9ac42ca29e5","","api.github.com,git_clone","[u'[""box2D/common/math/B2Math.hx"", ""box2D/dynamics/controllers/B2BuoyancyController.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-01-17 23:13:40","Fixed license","5c9a06886fbdcd542bc37ed6634d748712245243","","api.github.com,git_clone","[u'[""haxelib.xml""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","openfl","box2d","jgranick","2012-01-17 21:48:06","Initial commit","d958215b4e5812eb8dc0997d09d602722ac3ef54","","api.github.com,git_clone","[u'[""box2D/dynamics/B2ContactListener.hx"", ""box2D/collision/B2Distance.hx"", ""box2D/dynamics/joints/B2DistanceJointDef.hx"", ""box2D/dynamics/joints/B2RevoluteJoint.hx"", ""box2D/dynamics/B2FilterData.hx"", ""box2D/collision/B2TOIInput.hx"", ""box2D/dynamics/B2DebugDraw.hx"", ""box2D/collision/b2PairManager.as"", ""box2D/dynamics/joints/B2GearJoint.hx"", ""box2D/collision/shapes/B2EdgeShape.hx"", ""box2D/dynamics/controllers/B2GravityController.hx"", ""box2D/dynamics/joints/B2MouseJoint.hx"", ""box2D/common/math/B2Vec2.hx"", ""box2D/collision/b2Proxy.as"", ""box2D/dynamics/contacts/B2ContactConstraintPoint.hx"", ""box2D/common/B2Color.hx"", ""box2D/dynamics/contacts/b2NullContact.as"", ""box2D/collision/Features.hx"", ""box2D/dynamics/joints/B2RevoluteJointDef.hx"", ""box2D/collision/B2Collision.hx"", ""box2D/dynamics/B2FixtureDef.hx"", ""box2D/dynamics/joints/B2WeldJointDef.hx"", ""box2D/dynamics/controllers/B2ControllerEdge.hx"", ""box2D/dynamics/contacts/B2CircleContact.hx"", ""box2D/dynamics/controllers/B2Controller.hx"", ""box2D/dynamics/B2Body.hx"", ""box2D/collision/shapes/B2Shape.hx"", ""box2D/dynamics/B2Fixture.hx"", ""box2D/dynamics/B2World.hx"", ""box2D/dynamics/controllers/B2ConstantForceController.hx"", ""box2D/collision/b2Bound.as"", ""box2D/dynamics/contacts/B2ContactConstraint.hx"", ""haxelib.xml"", ""box2D/dynamics/B2ContactImpulse.hx"", ""box2D/dynamics/B2TimeStep.hx"", ""box2D/dynamics/joints/B2FrictionJointDef.hx"", ""box2D/collision/B2ContactPoint.hx"", ""box2D/dynamics/joints/B2DistanceJoint.hx"", ""box2D/collision/shapes/B2CircleShape.hx"", ""box2D/dynamics/contacts/B2ContactSolver.hx"", ""box2D/collision/B2DistanceOutput.hx"", ""box2D/dynamics/controllers/B2BuoyancyController.hx"", ""box2D/collision/B2DistanceInput.hx"", ""box2D/common/math/B2Mat33.hx"", ""box2D/common/b2internal.as"", ""box2D/common/math/B2Mat22.hx"", ""box2D/collision/B2Manifold.hx"", ""box2D/dynamics/contacts/B2ContactFactory.hx"", ""box2D/dynamics/joints/B2JointEdge.hx"", ""box2D/collision/B2WorldManifold.hx"", ""box2D/common/math/B2Vec3.hx"", ""box2D/dynamics/joints/B2PrismaticJointDef.hx"", ""box2D/dynamics/joints/B2WeldJoint.hx"", ""box2D/dynamics/B2ContactFilter.hx"", ""box2D/collision/b2Point.as"", ""box2D/collision/b2Segment.as"", ""box2D/collision/B2DynamicTreeBroadPhase.hx"", ""box2D/collision/b2Pair.as"", ""box2D/dynamics/contacts/B2PolyAndEdgeContact.hx"", ""box2D/collision/b2BroadPhase.as"", ""box2D/collision/B2AABB.hx"", ""box2D/collision/B2RayCastInput.hx"", ""box2D/dynamics/joints/B2LineJoint.hx"", ""box2D/dynamics/contacts/B2PositionSolverManifold.hx"", ""box2D/dynamics/contacts/B2PolygonContact.hx"", ""box2D/dynamics/joints/B2PulleyJointDef.hx"", ""box2D/dynamics/joints/B2MouseJointDef.hx"", ""box2D/dynamics/contacts/b2ContactResult.as"", ""box2D/collision/B2DistanceProxy.hx"", ""box2D/dynamics/B2DestructionListener.hx"", ""box2D/collision/ClipVertex.hx"", ""box2D/dynamics/contacts/B2PolyAndCircleContact.hx"", ""box2D/dynamics/contacts/B2EdgeAndCircleContact.hx"", ""box2D/collision/B2OBB.hx"", ""box2D/dynamics/contacts/B2ContactRegister.hx"", ""box2D/dynamics/controllers/B2TensorDampingController.hx"", ""box2D/common/math/B2Sweep.hx"", ""box2D/common/math/B2Math.hx"", ""box2D/dynamics/joints/B2Joint.hx"", ""box2D/collision/B2ManifoldPoint.hx"", ""box2D/dynamics/joints/B2FrictionJoint.hx"", ""box2D/collision/B2TimeOfImpact.hx"", ""box2D/collision/B2DynamicTreeNode.hx"", ""box2D/dynamics/B2BodyDef.hx"", ""box2D/collision/B2SeparationFunction.hx"", ""box2D/dynamics/contacts/B2ContactEdge.hx"", ""box2D/collision/shapes/b2EdgeChainDef.as"", ""box2D/collision/B2RayCastOutput.hx"", ""box2D/collision/B2DynamicTreePair.hx"", ""box2D/dynamics/B2Island.hx"", ""box2D/dynamics/controllers/B2ConstantAccelController.hx"", ""box2D/dynamics/joints/B2LineJointDef.hx"", ""box2D/collision/IBroadPhase.hx"", ""box2D/collision/B2SimplexVertex.hx"", ""box2D/collision/B2DynamicTree.hx"", ""box2D/dynamics/joints/B2Jacobian.hx"", ""box2D/dynamics/contacts/B2Contact.hx"", ""box2D/dynamics/joints/B2PrismaticJoint.hx"", ""box2D/dynamics/joints/B2PulleyJoint.hx"", ""box2D/collision/b2BoundValues.as"", ""box2D/dynamics/B2ContactManager.hx"", ""box2D/collision/B2SimplexCache.hx"", ""box2D/dynamics/joints/B2JointDef.hx"", ""box2D/collision/shapes/B2PolygonShape.hx"", ""box2D/dynamics/joints/B2GearJointDef.hx"", ""box2D/collision/shapes/B2MassData.hx"", ""box2D/collision/B2Simplex.hx"", ""box2D/common/math/B2Transform.hx"", ""box2D/collision/B2ContactID.hx"", ""box2D/common/B2Settings.hx""]']","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_comments","","openfl","box2d","T1mL3arn","2015-01-13 03:52:22","On `lib.haxe.org` still 1.2.2. Upgrading on ""lib.haxe.org"" is an automatic process?
","e06f4f0a28f7483c4ca30629068c3fd92c38eb22","(None, None, None)","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_comments","","openfl","box2d","jgranick","2015-01-13 04:11:12","Sorry, I forgot to push the release. It's up now :smile:
","e06f4f0a28f7483c4ca30629068c3fd92c38eb22","(None, None, None)","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"issue_title","10","openfl","box2d","justnajm","2015-01-10 21:39:31","Have resolved semicolon errors on two lines 137 and 146, have added semicolons.

Have merged the demos transformed into haxe openfl box2d
","start issue","Updated B2BuoyancyController.hx, Merged demos","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"issue_closed","10","openfl","box2d","jgranick","2015-01-10 23:28:02","","closed issue","Updated B2BuoyancyController.hx, Merged demos","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"pull_request_title","10","openfl","box2d","justnajm","2015-01-10 21:39:31","Have resolved semicolon errors on two lines 137 and 146, have added semicolons.

Have merged the demos transformed into haxe openfl box2d
","6d923abf12eec291c94ddae56ca6cb8422259a94","Updated B2BuoyancyController.hx, Merged demos","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"pull_request_merged","10","openfl","box2d","jgranick","2015-01-10 23:28:02","Updated B2BuoyancyController.hx, Merged demos","0ee59fd891a486fd00402eead2260b3b71359970","Pull request merge from justnajm/box2d:patch-1 to openfl/box2d:master","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"issue_comment","10","openfl","box2d","justnajm","2015-01-10 23:52:13","Demos folder didn't merged, my fork url https://github.com/justnajm/box2d
It has a ""Demos"" folder
","","","api.github.com","","False","[u'https://github.com/justnajm/box2d']","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"issue_comment","10","openfl","box2d","jgranick","2015-01-11 06:54:52","Added, thanks :smile: 
","","","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"issue_comment","10","openfl","box2d","justnajm","2015-01-11 09:03:50","Thanks :), I would love to do more
","","","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"pull_request_commit","10","openfl","box2d","justnajm","2015-01-10 20:54:48","Update B2BuoyancyController.hx

Have resolved semicolon errors on two lines 137 and 146, have added semicolons","6d923abf12eec291c94ddae56ca6cb8422259a94","","api.github.com","","False","[]","[]","[]","[]"
"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
